Word,Synonyms
questions,"question, inquiry, enquiry, query, interrogation, head, interrogative, interrogative sentence, doubt, dubiousness, doubtfulness, motion, oppugn, call into question, interrogate, interview, wonder"
answer,"answer, reply, response, solution, result, resolution, solvent, respond, resolve, suffice, do, serve"
time,"time, clip, clock time, fourth dimension, meter, metre, prison term, sentence, clock"
yes,yes
corrected,"correct, rectify, right, compensate, redress, chastise, castigate, objurgate, chasten, counterbalance, make up, even out, even off, even up, discipline, sort out, decline, slump, adjust, set, corrected"
hello,"hello, hullo, hi, howdy, how-do-you-do"
took,"take, occupy, use up, lead, direct, conduct, guide, get hold of, assume, acquire, adopt, take on, read, bring, convey, choose, select, pick out, accept, have, fill, consider, deal, look at, necessitate, ask, postulate, need, require, involve, call for, demand, film, shoot, remove, take away, withdraw, consume, ingest, take in, submit, strike, take up, admit, learn, study, claim, exact, make, aim, train, take aim, carry, pack, lease, rent, hire, charter, engage, subscribe, subscribe to, contain, hold, drive, contract, get"
knife,"knife, tongue, stab"
looked,"look, appear, seem, search, front, face, attend, take care, see, expect, await, wait, count, bet, depend, calculate, reckon"
entered,"enter, come in, get into, get in, go into, go in, move into, participate, enroll, inscribe, enrol, recruit, figure, record, put down, accede, insert, infix, introduce, embark"
soon,"soon, shortly, presently, before long"
sort,"kind, sort, form, variety, sorting, screen, screen out, sieve, classify, class, assort, sort out, separate"
help,"aid, assist, assistance, help, assistant, helper, supporter, avail, service, facilitate, help oneself, serve"
asked,"ask, inquire, enquire, require, expect, necessitate, postulate, need, take, involve, call for, demand"
cried,"shout, shout out, cry, call, yell, scream, holler, hollo, squall, weep, exclaim, cry out, outcry, call out, blazon out"
record,"record, phonograph record, phonograph recording, disk, disc, platter, track record, record book, book, criminal record, enter, put down, tape, read, register, show, commemorate, memorialize, memorialise, immortalize, immortalise"
grinned,grin
lowered,"lower, take down, let down, get down, bring down, lour, turn down, depress, frown, glower, lowered"
counter,"counter, tabulator, buffet, sideboard, rejoinder, retort, return, riposte, replication, comeback, heel counter, counterpunch, parry, anticipate, foresee, forestall, antagonistic"
room,"room, way, elbow room, board"
standing,"standing, stand, stand up, remain firm, digest, endure, stick out, stomach, bear, tolerate, support, brook, abide, suffer, put up, place upright, resist, fend"
window,"window, windowpane"
mailboxes,"mailbox, letter box, postbox"
mailbag,"mailbag, mail pouch, postbag"
dragged,"drag, haul, hale, cart, embroil, tangle, sweep, sweep up, drag in, trail, get behind, hang back, drop behind, drop back, puff, draw, scuff, dredge, drag on, drag out"
sharp,"sharp, crisp, acuate, acute, needlelike, discriminating, incisive, keen, knifelike, penetrating, penetrative, piercing, astute, shrewd, sharp-worded, tart, shrill, abrupt, precipitous, sharply, acutely"
found,"found, establish, set up, launch, plant, constitute, institute, base, ground, find, happen, chance, bump, encounter, detect, observe, discover, notice, regain, determine, find out, ascertain, feel, witness, see, line up, get hold, come up, rule, receive, get, obtain, incur, recover, retrieve, find oneself"
corner,"corner, nook, street corner, turning point, recess, recession, niche, box, quoin, tree"
head,"head, caput, mind, brain, psyche, nous, chief, top dog, fountainhead, headspring, head word, capitulum, principal, school principal, head teacher, promontory, headland, foreland, forefront, pass, straits, headway, point, question, heading, header, read/write head, drumhead, oral sex, lead, head up, steer, maneuver, manoeuver, manoeuvre, direct, guide, channelize, channelise"
poked,"jab, prod, stab, poke, dig, intrude, horn in, pry, nose, thump, pound"
soda,"sodium carbonate, washing soda, sal soda, soda ash, soda, pop, soda pop, soda water, tonic"
pull,"pull, pulling, clout, wrench, twist, puff, drag, draw, force, attract, pull in, draw in, perpetrate, commit, pull out, get out, take out, overstretch, rend, rip, rive, pluck, tear, deplume, deplumate, displume, extract, pull up, draw out, root for"
wagon,"wagon, waggon, police van, police wagon, paddy wagon, patrol wagon, black Maria, Big Dipper, Dipper, Plough, Charles's Wain, Wain, Wagon, coaster wagon, beach wagon, station wagon, estate car, beach waggon, station waggon"
picked,"pick, pluck, cull, blame, find fault, clean, foot, plunk, break up, peck, beak, nibble, piece"
glad,"gladiolus, gladiola, glad, sword lily, happy, beaming"
headed,"head, lead, head up, steer, maneuver, manoeuver, manoeuvre, direct, point, guide, channelize, channelise, headed"
smooth,"smooth, smoothen, polish, shine, smooth out, politic, suave, bland, fluent, fluid, liquid, legato, placid, quiet, still, tranquil, unruffled"
walls,"wall, paries, rampart, bulwark, palisade, fence, fence in, surround"
pack,"battalion, large number, multitude, plurality, pack, gang, ring, mob, clique, coterie, ingroup, inner circle, camp, face pack, bundle, wad, compact, carry, take, throng, pile, jam, backpack, tamp down, tamp, load down"
stones,"rock, stone, gem, gemstone, pit, endocarp, Stone, Harlan Stone, Harlan F. Stone, Harlan Fisk Stone, Oliver Stone, Lucy Stone, I. F. Stone, Isidor Feinstein Stone, Harlan Fiske Stone, Edward Durell Stone, lapidate"
large,"large, big, bombastic, declamatory, orotund, tumid, turgid, magnanimous, prominent, enceinte, expectant, gravid, great, heavy, with child, boastfully, vauntingly"
voice,"voice, vocalization, vocalisation, vocalism, phonation, vox, articulation, spokesperson, interpreter, representative, part, sound, vocalize, vocalise"
shaved,"shave, trim, knock off, plane, shaven, shaved"
young,"young, offspring, Young, Loretta Young, Whitney Young, Whitney Moore Young Jr., Thomas Young, Pres Young, Lester Willis Young, Edward Young, Cy Young, Danton True Young, Brigham Young, youth, immature, new, youthful, vernal, unseasoned, untested, untried"
awful,"atrocious, abominable, awful, dreadful, painful, terrible, unspeakable, dire, direful, dread, dreaded, fearful, fearsome, frightening, horrendous, horrific, nasty, awed, frightful, tremendous, amazing, awe-inspiring, awesome, awing, terribly, awfully, frightfully"
hurting,"pain, hurting, ache, smart, hurt, anguish, injure, wound, bruise, offend, spite, suffer"
loaded,"load, lade, laden, load up, charge, adulterate, stretch, dilute, debase, loaded, ladened, affluent, flush, moneyed, wealthy, besotted, blind drunk, blotto, crocked, cockeyed, fuddled, pie-eyed, pissed, pixilated, plastered, slopped, sloshed, smashed, soaked, soused, sozzled, squiffy, stiff, tight, wet"
paid,"pay, give, pay up, ante up, yield, bear, pay off, make up, compensate, devote, paid, nonrecreational, gainful, paying"
case,"case, instance, example, event, lawsuit, suit, cause, causa, subject, guinea pig, caseful, grammatical case, character, eccentric, type, font, fount, typeface, face, sheath, shell, casing, compositor's case, typesetter's case, pillowcase, slip, pillow slip, display case, showcase, vitrine, encase, incase"
happened,"happen, hap, go on, pass off, occur, pass, fall out, come about, take place, befall, bechance, materialize, materialise, find, chance, bump, encounter"
picking,"picking, pick, pluck, cull, blame, find fault, clean, foot, plunk, break up, peck, beak, nibble, piece"
form,"form, word form, signifier, descriptor, kind, sort, variety, shape, pattern, configuration, contour, conformation, human body, physical body, material body, soma, build, figure, physique, anatomy, bod, chassis, frame, flesh, cast, variant, strain, var., phase, class, grade, course, mannequin, manikin, mannikin, manakin, organize, organise, constitute, make, take form, take shape, spring, work, mold, mould, forge, imprint"
correct,"correct, rectify, right, compensate, redress, chastise, castigate, objurgate, chasten, counterbalance, make up, even out, even off, even up, discipline, sort out, decline, slump, adjust, set"
pen,"pen, playpen, penitentiary, write, compose, indite"
searching,"search, seek, look for, look, research, explore, inquisitory, probing, searching, trenchant"
let,"Lashkar-e-Taiba, Lashkar-e-Toiba, Lashkar-e-Tayyiba, LET, Army of the Pure, Army of the Righteous, let, net ball, allow, permit, countenance, get, have, lease, rent"
page,"page, Page, Sir Frederick Handley Page, Thomas Nelson Page, pageboy, varlet, foliate, paginate"
gather,"gather, gathering, garner, collect, pull together, meet, assemble, forgather, foregather, accumulate, cumulate, conglomerate, pile up, amass, pucker, tuck, get together, gain"
bag,"bag, base, handbag, pocketbook, purse, bagful, traveling bag, travelling bag, grip, suitcase, old bag, udder, cup of tea, dish, bulge, pocket"
cents,"cent, penny, centime"
words,"words, lyric, language, quarrel, wrangle, row, run-in, dustup, actor's line, speech, word, news, intelligence, tidings, discussion, give-and-take, parole, word of honor, Son, Word, Logos, password, watchword, countersign, Bible, Christian Bible, Book, Good Book, Holy Scripture, Holy Writ, Scripture, Word of God, give voice, formulate, phrase, articulate"
laughed,"laugh, express joy, express mirth"
handed,"pass, hand, reach, pass on, turn over, give, handed"
rushed,"rush, hotfoot, hasten, hie, speed, race, pelt along, rush along, cannonball along, bucket along, belt along, step on it, hurry, look sharp, festinate, induce, stimulate, rushed"
hardly,"barely, hardly, just, scarcely, scarce"
stopping,"fillet, stopping, stop, halt, discontinue, cease, give up, quit, lay off, block, kibosh, stop over, break, break off, check, turn back, arrest, contain, hold back, intercept, end, finish, terminate, barricade, blockade, block off, block up, bar, hold on"
trip,"trip, slip, head trip, tripper, trip-up, stumble, misstep, trip up, travel, jaunt, actuate, trigger, activate, set off, spark off, spark, trigger off, touch off, trip out, turn on, get off"
fishing,"fishing, sportfishing, fish, angle"
friendly,"friendly, favorable, well-disposed"
maybe,"possibly, perchance, perhaps, maybe, mayhap, peradventure"
catalogue,"catalog, catalogue"
flipped,"flip, toss, throw, switch, flick, thumb, riffle, leaf, riff, twitch, sky, pitch, flip over, turn over, flip out, interchange, tack, alternate, flip-flop"
pulling,"pull, pulling, draw, force, attract, pull in, draw in, perpetrate, commit, pull out, get out, take out, overstretch, rend, rip, rive, pluck, tear, deplume, deplumate, displume, extract, pull up, draw out, root for"
desk,desk
reaching,"reach, reaching, stretch, arrival, make, attain, hit, arrive at, gain, reach out, get through, get hold of, contact, achieve, accomplish, extend to, touch, get to, progress to, pass, hand, pass on, turn over, give, strive, strain"
better,"better, bettor, wagerer, punter, break, improve, amend, ameliorate, meliorate, best, good, full, estimable, honorable, respectable, beneficial, just, upright, adept, expert, practiced, proficient, skillful, skilful, dear, near, dependable, safe, secure, right, ripe, well, effective, in effect, in force, serious, sound, salutary, honest, undecomposed, unspoiled, unspoilt, easily, considerably, substantially, intimately, advantageously, comfortably"
feel,"feel, spirit, tone, feeling, flavor, flavour, look, smell, tactile property, experience, find, sense, finger, palpate"
rain,"rain, rainfall, rainwater, pelting, rain down"
